EGP_ID;SuperCategory;SubCategory;Level;Type;Guideword;Can-do statement;Example
723;REPORTED SPEECH;reported speech;B1;FORM;FORM: DIRECT SPEECH, REPORTING CLAUSE, END POSITION;Can report speech and thought directly using the reporting verb after the reporting clause.;"?Excuse me Sir, but you forgot your mobile phone,"" she said. (Germany; B1 THRESHOLD; 2008; German; Pass)

""I must take it to the police station,"" she thought. (Argentina; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

""Yes of course,"" she answered. (Cyprus; B1 THRESHOLD; 2009; Greek; Pass)

?What have I done?"" I thought. (Spain; B1 THRESHOLD; 2008; Spanish - European; Pass)

?What should I do?? she asked herself. (Germany; B1 THRESHOLD; 2008; German; Pass)

""But where is everybody? Am I alone?"" I asked. (Greece; B1 THRESHOLD; 2006; Greek; Pass)

""What's your name?"" he asked. (Mexico; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)"
724;REPORTED SPEECH;reported speech;B1;FORM;FORM: REPORTED REQUESTS AND COMMANDS;Can report requests and commands with 'ask' or 'tell' + direct object and 'to-'infinitive. ;"She asked me to come back as soon as possible because my father is seriously ill. (Malaysia; B1 THRESHOLD; 2005; Malay; Pass)

As the concert finished, I heard someone call my name, I turned and there were two men from security who asked me to go up on the stage. (Cyprus; B1 THRESHOLD; 2006; Greek; Pass)

Dad asked me to help him at work. (Uruguay; B1 THRESHOLD; 2009; Spanish - Latin American; Pass)

He told me to go outside the concert hall and wait for him to come. (Cyprus; B1 THRESHOLD; 2006; Greek; Pass)

I have caught a cold and my doctors told me to rest in bed for a few days. (B1 THRESHOLD; 2009; Kurdish; Pass)

They told me to stay in the car and watch them and try to remember their faces. (B1 THRESHOLD; 2007; Slovak; Pass)"
728;NEGATION;negation;B1;FORM;FORM: AUXILIARY VERBS 'BE', 'HAVE', PAST;Can form negative statements of main verbs in the past continuous and past perfect with auxiliary verbs 'be' and 'have' + 'not/n't'. ► past continuous ► past perfect;"It was raining for seventy two hours and it wasn't going to stop. (Ukraine; B1 THRESHOLD; 2008; Russian; Pass)

I hadn't expected to receive a letter from her. (Mexico; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)"
729;NEGATION;negation;B1;FORM;FORM: MENTAL PROCESS VERBS + CLAUSE;Can use the negative forms of mental process verbs ('I don't think', 'I don't believe') followed by a complement clause, where the negative form is in the mental process verb rather than the complement clause.;"But I don't think it'll help you. (Kazakhstan; B1 THRESHOLD; 2009; Kazakh; Pass)

I don't think I'll live here forever because I intend to move to Curitiba, a southern city of my country. (Brazil; B1 THRESHOLD; 2007; Portuguese; Pass)

I don't believe that the suitcase will be returned to me. (Czech Republic; B1 THRESHOLD; 2006; Czech; Pass)"
730;NEGATION;negation;B1;FORM;FORM: QUESTIONS;Can use negative question forms in main clauses and question tags. ► questions;"Can't you go with your parents some time and with your friends later? (Spain; B1 THRESHOLD; 2008; Spanish - European; Pass)

Don't you think it's fun? (Uruguay; B1 THRESHOLD; 2003; Pass)

Aren't you excited about it? (Uruguay; B1 THRESHOLD; 2003; Pass)

You're free on Saturday , aren't you? (Vietnam; B1 THRESHOLD; 2009; Vietnamese; Pass)

I think it would be fantastic, wouldn't it? (Italy; B1 THRESHOLD; 2008; Italian; Pass) "
732;NEGATION;negation;B1;FORM;FORM: PRONOUNS;Can use an increasing range of indefinite pronouns in negative contexts. ;"I said I had nothing, but he didn't believe me. (Argentina; B1 THRESHOLD; 2007; Spanish - Latin American; Pass)

I haven't seen anything yet. (Georgia (Republic of); B1 THRESHOLD; 2007; Georgian; Pass)

I didn't tell anyone about this story at first. (Thailand; B1 THRESHOLD; 2009; Thai; Pass)"
733;NEGATION;negation;B1;FORM;FORM: ADVERBS;Can use adverbs 'ever', 'never', 'yet', 'still' in negative contexts.;"Nobody will ever know who that man was. (Chile; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)

I stayed there for two weeks and it never rained. (Argentina; B1 THRESHOLD; 1999; Spanish - Latin American; Pass)

I haven't decided yet. (Japan; B1 THRESHOLD; 2001; Japanese; Pass)

But I still don't believe her. (Brazil; B1 THRESHOLD; 2004; Portuguese; Pass)"
734;NEGATION;negation;B1;FORM;FORM: 'NOT', NON FINITE AND ELLIPTED CLAUSES;Can use 'not' before a non-finite or ellipted clause. ;"But every time a small envelope arrived, I ripped it open as fast as I could. Not this time. (Germany; B1 THRESHOLD; 2008; German; Pass)

I would like to apologise for not being able to attend on Friday 13th June for my visit. (Iran; B1 THRESHOLD; 2003; Farsi; Pass)

The picnic will be held in the park three kilometres away from the city center so it will be quiet and not crowded. (Vietnam; B1 THRESHOLD; 2009; Vietnamese; Pass)

Well, I think it will be better for you to go to a large school in the centre of the town and not to the small school. (Peru; B1 THRESHOLD; 2008; Spanish - Latin American; Pass)"
739;ADJECTIVES;combining;B2;FORM;FORM: COMPOUND ADJECTIVES;Can use an increasing range of compound adjectives ('up-to-date', 'state-of-the-art');"The selling point is that it contains the most up-to-date and state-of-the-art know-how, for instance a water-proof keyboard, information security system, etc. A survey of our customers last year indicated that over 70% of them are content with the user-friendly designs. (China; B2 VANTAGE; 2008; Chinese; Fail)

…getting to work (in big cities) by car is more healthy for drivers but has a long-term effect on the environment and on us, in the end, as well. (Poland; B2 VANTAGE; 1993; Polish; Pass)"
740;ADJECTIVES;combining;B2;FORM;FORM: PHRASES MODIFYING NOUNS;Can use adjective phrases to modify nouns.;"Besides, we could leave one day in the morning and travel by boat to a small and exotic island full of different and exotic species of birds that we could observe and photograph. (Turkey; B2 VANTAGE; 1993; Portuguese; Pass)

Emily Brontë succeeded in writing a romantic, psychological and tragic story, beautifully set in these mysterious moors. (Netherlands; B2 VANTAGE; 2001; Dutch; Pass)"
744;ADJECTIVES;modifying;B2;FORM;FORM: WITH 'ENOUGH' + 'TO'-INFINITIVE ;Can use 'enough' after adjectives followed by 'to'-infinitive ;"[talking about an arts festival] I was lucky enough to take part in it last November, and I enjoyed it immensely. (Mexico; B2 VANTAGE; 2000; Spanish - Latin American; Pass)

In my opinion young people at that age are not mature enough to decide by themselves what they want for their future. (B2 VANTAGE; 2009; German; Pass)"
745;ADJECTIVES;modifying;B2;FORM;FORM: WITH 'RATHER A' ;Can form adjective phrases with 'rather a' + adjective, often in formal contexts. ;"Films tend to be rather a simple art, while books are a thing to be enjoyed in a calmer way. (Poland; B2 VANTAGE; 2008; Polish; Pass)

I must confess that I'm rather a poor player. (Switzerland; B2 VANTAGE; 1993; German; Pass)

I live rather a long way from work, about 10 km. (Sweden; B2 VANTAGE; 1993; Swedish; Pass)"
747;ADJECTIVES;position;B2;FORM;FORM: ATTRIBUTIVE ONLY, TIME ADJECTIVES;Can use the adjectives 'present', 'future', 'former' before a noun.;"I think we all are very concerned about the present situation. (Germany; B2 VANTAGE; 1993; Dutch; Pass)

We would like to hear you talk about your novels, your work in general and about your future plans. (Greece; B2 VANTAGE; 1993; Greek; Pass)

In the big hall, in former times, lots of parties took place. (Germany; B2 VANTAGE; 1998; German; Pass)"
749;ADJECTIVES;superlatives;B2;FORM;FORM: ELLIPSIS, WITH 'THE';Can use '(one of) the' with an increasing range of superlative adjectives without a following noun, when the noun is understood.;"There have been so many embarrassing moments in my life. It's very difficult to pick the most embarrassing. (Sweden; B2 VANTAGE; 1993; Swedish; Pass)

I'm not quite sure if I agree that the car is the greatest danger to human life today, but it sure is one of the greatest. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)

That period of my life was one of the worst . (Singapore; B2 VANTAGE; 2000; Chinese; Pass)"
750;ADJECTIVES;superlatives;B2;FORM;FORM: WITH NOUN AND 'TO-' INFINITIVE;Can use superlative adjectives before a noun + 'to'-infinitive. ► clauses: comparative;"To be honest, I think that, to be in competition with other markets, we need to be updated and the easiest way to do it is to use computers. (Italy; B2 VANTAGE; 1999; Italian; Pass)

For those people who don't work and can't afford a car, a bicycle is perhaps the cheapest way to travel in the city. (Spain; B2 VANTAGE; 1993; Catalan; Pass)"
753;ADVERBS;adverbs and adverb phrases: types and meanings;B2;FORM;FORM: DEGREE, MODIFYING NOUN PHRASES;Can use degree adverbs to modify noun phrases. ► noun phrases;"It would be quite a formal meeting. (Thailand; B2 VANTAGE; 2001; Thai; Pass)

I live rather a long way from work, about 10 km. (Sweden; B2 VANTAGE; 1993; Swedish; Pass)

[talking about a dog] After all, he is almost a human. (Russia; B2 VANTAGE; 1997; Russian; Pass)"
754;ADVERBS;adverbs and adverb phrases: types and meanings;B2;FORM;FORM: DEGREE, MODIFYING PRONOUNS;Can use degree adverbs to modify pronouns. ► pronouns;"You can eat very well and pay almost nothing. (Brazil; B2 VANTAGE; 1997; Portuguese; Pass)

This is the most crowded place in my town and you can buy absolutely anything you like. (Russia; B2 VANTAGE; 1998; Russian; Pass)"
755;ADVERBS;adverbs and adverb phrases: types and meanings;B2;FORM;FORM: DEGREE, MODIFYING DETERMINERS;Can use degree adverbs ('almost', 'very') to modify determiners. ► determiners;"Today, thanks to the Internet, I can work at home almost all the time, which is far more relaxing and less boring. (Spain; B2 VANTAGE; 2000; Catalan; Pass)

There are probably very few of us who have never been to a zoo. (Poland; B2 VANTAGE; 1993; Polish; Pass)"
757;ADVERBS;adverb phrases - form;B2;FORM;FORM: COMPARATIVE;Can modify an adverb with a comparative structure. ;"Obviously, you can get to work by car quicker and more comfortably than by bicycle. (Poland; B2 VANTAGE; 1993; Polish; Pass)

Furthermore, you have to repair your car much more often than your bicycle - so it's quite probable that you are going to spend plenty of time in the garage. (Poland; B2 VANTAGE; 1993; Polish; Pass)

The computer system is such a quick system that we can search and analyse information much more quickly than before. (China; B2 VANTAGE; 1999; Chinese; Pass)

If we could get 2 million euros to invest in the new product ""Stop 'n' run"", profits will rise even more sharply than they did last year. (Switzerland; B2 VANTAGE; 2008; Swiss German; Pass)"
758;CLAUSES;comparatives;B2;FORM;FORM: COMPARATIVE ADJECTIVE + 'THAN' + NON-FINITE CLAUSE;Can use 'than' + an increasing range of non-finite clauses (to-infinitive, reduced clause)  forming the second part of a comparison after a comparative adjective.;"It is much easier to be single than to have a partner. (B2 VANTAGE; 2008; Italian; Pass)

Due to the provisions and considerations of the contract which was never revised, I think that arbitration is more appropriate than to file an action in court against the tenant. (France; B2 VANTAGE; 2008; French; Pass)


It performs better than expected and attracts many new customers, especially during the week. (Morocco; B2 VANTAGE; 2007; Arabic - Meghreb; Pass)"
760;CLAUSES;comparatives;B2;FORM;FORM: ADJECTIVE + 'ENOUGH' + 'TO'-INFINITIVE ;Can use 'enough' after adjectives followed by 'to'-infinitive.;"In my opinion young people at that age are not mature enough to decide by themselves what they want for their future. (B2 VANTAGE; 2009; German; Pass)

I think I am responsible enough to handle this job. (Netherlands; B2 VANTAGE; 1998; Dutch; Pass)"
761;CLAUSES;comparatives;B2;FORM;FORM: 'THE SAME' (+ NOUN) + 'AS' + CLAUSE ;Can use 'the same' (+ noun) + 'as' + clause. ;"Maybe I'll do the same thing as you did. (Brazil; B1 THRESHOLD; 2003; Portuguese; Pass)

She was the same as I remembered her, long-haired and green-eyed. (Greece; B2 VANTAGE; 2000; Greek; Pass)

Some people say that friendship today is not the same as it used to be. (Portugal; B2 VANTAGE; 2008; Portuguese; Pass)
"
762;CLAUSES;comparatives;B2;FORM;FORM: 'RATHER THAN' + NON-FINITE CLAUSE;Can use 'rather than' + a non-finite clause to stress one element in a comparison.;"If you prefer watching TV rather than reading, you have to be critical: you mustn't in any way accept everything, every image that passes in front of your eyes. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)

I would say that we are keen on walking in the mountains rather than going on a shopping trip to Edinburgh. (Spain; B2 VANTAGE; 2004; Spanish - European; Pass)

So, at night they are mostly tired and it's much easier to sit down in front of the television set rather than take a book and read it. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)

I would prefer to sleep in tents rather than stay in rooms. (Greece; B2 VANTAGE; 2003; Greek; Pass)"
763;CLAUSES;comparatives;B2;FORM;FORM: 'AS IF' OR 'AS THOUGH' + FINITE CLAUSE;Can use 'as if' or 'as though' + finite clause to introduce a second clause as a comparison. ;"Her heart beat extremely fast, as if it was going to burst out of her chest. (Brazil; B2 VANTAGE; 1999; Portuguese; Pass)

I saw my mate crawling on the floor as if he was looking for something. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)

Everything was so familiar, so close, as though he had never left the place. (Russia; B2VANTAGE; 1997; Russian; Pass)"
768;CLAUSES;interrogatives;B2;FORM;FORM: NEGATIVE INTERROGATIVE + ADVERB;Can form negative interrogative clauses with an adverb in mid position, between the subject and the main verb. ;"Money - hasn't it always been one of the most important problems for students? (Japan; B2 VANTAGE; 2000; Japanese; Fail)

Why don't you ever listen to me? (Sweden; B2 VANTAGE; 1993; Swedish; Pass)

Haven't you ever heard about the photographer Donatela and the painter Christian? (Greece; B2 VANTAGE; 2001; Greek; Pass)"
770;CLAUSES;relative;B2;FORM;FORM: PRONOUN + PREPOSITION;Can use defining relative clauses and non-defining relative clauses ending in a preposition, with 'who/which/that' as the complement of the preposition.;"Thank you very much for having provided us with valuable information about your finance services, which we are greatly interested in. (China; B2 VANTAGE; 2008; Chinese; Pass)

I would like to do some painting, which I am quite good at. (Switzerland; B2 VANTAGE; 2000; French; Pass)

They have three wonderful children who I love to play with. (Sweden; B2 VANTAGE; 1998; Swedish; Pass)

He was involved in a case that he had nothing to do with! (Greece; B2 VANTAGE; 2009; Greek; Pass)"
